"","slugSeason","yearSeason","isSeasonCurrent","slugPlayerSeason","slugPlayerBREF","namePlayer","slugPosition","agePlayer","slugTeamBREF","countGames","countGamesStarted","pctFG","pctFG3","pctFG2","pctEFG","pctFT","isHOFPlayer","slugTeamsBREF","idPlayerNBA","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerPhoto","urlPlayerStats","urlPlayerActionPhoto","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals","countTeamsPlayerSeasonTotals"
"116","2023-24",2023,FALSE,"davisan02_2024","davisan02","Anthony Davis","C",30,"LAL",76,76,0.556,0.271,0.582,0.567,0.816,FALSE,"LAL",203076,"https://stats.nba.com/media/players/230x185/203076.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203076.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203076.png","https://stats.nba.com/player/203076","https://stats.nba.com/media/players/700/203076.png",2700,713,1283,29,107,684,1176,421,516,239,722,961,266,91,178,159,177,1876,1
"117","2023-24",2023,FALSE,"davisjo06_2024","davisjo06","Johnny Davis","SG",21,"WAS",50,6,0.403,0.35,0.421,0.448,0.583,FALSE,"WAS",76526,"https://stats.nba.com/media/players/230x185/76526.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/76526.png","https://stats.nba.com/media/players/230x185/76526.png","https://stats.nba.com/player/76526","https://stats.nba.com/media/players/700/76526.png",613,62,154,14,40,48,114,14,24,18,54,72,32,18,10,13,57,152,1
"118","2023-24",2023,FALSE,"davisjo06_2024","davisjo06","Johnny Davis","SG",21,"WAS",50,6,0.403,0.35,0.421,0.448,0.583,FALSE,"WAS",1631098,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631098.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631098.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631098","https://stats.nba.com/media/players/700/1631098.png",613,62,154,14,40,48,114,14,24,18,54,72,32,18,10,13,57,152,1
"119","2023-24",2023,FALSE,"davisjd01_2024","davisjd01","JD Davison","SG",21,"BOS",8,0,0.417,0.429,0.4,0.542,0.75,FALSE,"BOS",1631120,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631120","https://stats.nba.com/media/players/700/1631120.png",39,5,12,3,7,2,5,3,4,2,8,10,10,1,1,2,4,16,1
"120","2023-24",2023,FALSE,"dennide01_2024","dennide01","Dexter Dennis","SG",24,"DAL",4,0,0.526,0.125,0.818,0.553,0.333,FALSE,"DAL",1641926,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641926.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641926.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641926","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",30,10,19,1,8,9,11,1,3,1,8,9,4,0,1,3,1,22,1
"121","2023-24",2023,FALSE,"derozde01_2024","derozde01","DeMar DeRozan","SF",34,"CHI",79,79,0.48,0.333,0.509,0.507,0.853,FALSE,"CHI",201942,"https://stats.nba.com/media/players/230x185/201942.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201942.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201942.png","https://stats.nba.com/player/201942","https://stats.nba.com/media/players/700/201942.png",2989,650,1355,75,225,575,1130,522,612,43,297,340,421,90,45,135,161,1897,1
"122","2023-24",2023,FALSE,"diabamo01_2024","diabamo01","Moussa Diabate","C",22,"LAC",11,0,0.526,0,0.526,0.526,0.643,FALSE,"LAC",1631217,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631217.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631217.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631217","https://stats.nba.com/media/players/700/1631217.png",64,10,19,0,0,10,19,9,14,15,9,24,4,5,1,2,4,29,1
"123","2023-24",2023,FALSE,"diakima01_2024","diakima01","Mamadi Diakite","PF",27,"TOT",6,0,0.667,0,0.8,0.667,0.667,FALSE,"SAS | NYK",1629603,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629603.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629603.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629603","https://stats.nba.com/media/players/700/1629603.png",24,4,6,0,1,4,5,4,6,1,3,4,2,1,1,1,2,12,1
"124","2023-24",2023,FALSE,"diallha01_2024","diallha01","Hamidou Diallo","SG",25,"WAS",2,0,0.5,0,0.5,0.5,0,FALSE,"WAS",1628977,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628977.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628977.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628977.png","https://stats.nba.com/player/1628977","https://stats.nba.com/media/players/700/1628977.png",5,1,2,0,0,1,2,0,0,2,0,2,1,2,0,1,1,2,1
"125","2023-24",2023,FALSE,"dickgr01_2024","dickgr01","Gradey Dick","SG",20,"TOR",60,17,0.425,0.365,0.495,0.524,0.863,FALSE,"TOR",1641711,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641711.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641711.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641711","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",1268,189,445,88,241,101,204,44,51,27,105,132,68,34,2,50,87,510,1
"126","2023-24",2023,FALSE,"diengou01_2024","diengou01","Ousmane Dieng","PF",20,"OKC",33,0,0.422,0.3,0.609,0.513,0.875,FALSE,"OKC",1631172,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631172.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631172.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631172","https://stats.nba.com/media/players/700/1631172.png",365,49,116,21,70,28,46,14,16,10,41,51,37,8,5,19,22,133,1
"127","2023-24",2023,FALSE,"dinwisp01_2024","dinwisp01","Spencer Dinwiddie","PG",30,"TOT",76,52,0.392,0.337,0.467,0.489,0.805,FALSE,"BRK | LAL",203915,"https://stats.nba.com/media/players/230x185/203915.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png","https://stats.nba.com/player/203915","https://stats.nba.com/media/players/700/203915.png",2152,251,640,124,368,127,272,169,210,30,175,205,356,51,22,91,138,795,1
"128","2023-24",2023,FALSE,"divindo01_2024","divindo01","Donte DiVincenzo","SG",27,"NYK",81,63,0.443,0.401,0.542,0.584,0.754,FALSE,"NYK",1628978,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628978.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628978.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628978.png","https://stats.nba.com/player/1628978","https://stats.nba.com/media/players/700/1628978.png",2360,445,1004,283,705,162,299,86,114,63,234,297,216,107,36,113,166,1259,1
"129","2023-24",2023,FALSE,"doncilu01_2024","doncilu01","Luka Doncic","PG",24,"DAL",70,70,0.487,0.382,0.573,0.573,0.786,FALSE,"DAL",1629029,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629029.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629029.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629029.png","https://stats.nba.com/player/1629029","https://stats.nba.com/media/players/700/1629029.png",2624,804,1652,284,744,520,908,478,608,59,588,647,686,99,38,282,149,2370,1
"130","2023-24",2023,FALSE,"dortlu01_2024","dortlu01","Luguentz Dort","SF",24,"OKC",79,79,0.438,0.394,0.506,0.557,0.826,FALSE,"OKC",1629652,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629652.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629652.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629652","https://stats.nba.com/media/players/700/1629652.png",2246,288,657,156,396,132,261,128,155,74,210,284,113,72,47,74,228,860,1
"131","2023-24",2023,FALSE,"dosunay01_2024","dosunay01","Ayo Dosunmu","SG",24,"CHI",76,37,0.501,0.403,0.568,0.583,0.81,FALSE,"CHI",1630245,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630245.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630245.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630245","https://stats.nba.com/media/players/700/1630245.png",2212,360,719,119,295,241,424,85,105,54,162,216,242,68,36,103,166,924,1
"132","2023-24",2023,FALSE,"dowtije01_2024","dowtije01","Jeff Dowtin","PG",26,"PHI",12,0,0.556,0.474,0.647,0.681,0.75,FALSE,"PHI",NA,NA,NA,NA,NA,NA,142,20,36,9,19,11,17,3,4,3,17,20,27,7,1,5,1,52,1
"133","2023-24",2023,FALSE,"drellhe01_2024","drellhe01","Henri Drell","SF",23,"CHI",4,0,0.4,0.333,0.5,0.5,0.5,FALSE,"CHI",1630929,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630929.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630929.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630929","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",30,4,10,2,6,2,4,1,2,1,3,4,4,2,1,2,6,11,1
"134","2023-24",2023,FALSE,"drumman01_2024","drumman01","Andre Drummond","C",30,"CHI",79,10,0.556,0,0.56,0.556,0.592,FALSE,"CHI",203083,"https://stats.nba.com/media/players/230x185/203083.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203083.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203083.png","https://stats.nba.com/player/203083","https://stats.nba.com/media/players/700/203083.png",1351,267,480,0,3,267,477,129,218,265,443,708,37,73,48,81,140,663,1
"135","2023-24",2023,FALSE,"duartch01_2024","duartch01","Chris Duarte","SF",26,"SAC",59,11,0.381,0.346,0.434,0.486,0.788,FALSE,"SAC",1630537,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630537.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630537.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630537","https://stats.nba.com/media/players/700/1630537.png",719,80,210,44,127,36,83,26,33,26,80,106,44,28,8,26,80,230,1
"136","2023-24",2023,FALSE,"dukeda01_2024","dukeda01","David Duke Jr.","SG",24,"SAS",4,0,0.556,0.5,0.583,0.639,0.01,FALSE,"SAS",1630561,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630561.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630561.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630561","https://stats.nba.com/media/players/700/1630561.png",51,10,18,3,6,7,12,3,3,2,8,10,5,2,0,3,4,26,1
"137","2023-24",2023,FALSE,"dunnkr01_2024","dunnkr01","Kris Dunn","PG",29,"UTA",66,32,0.47,0.369,0.525,0.535,0.688,FALSE,"UTA",1627739,"https://stats.nba.com/media/players/230x185/1627739.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627739.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627739.png","https://stats.nba.com/player/1627739","https://stats.nba.com/media/players/700/1627739.png",1249,147,313,41,111,106,202,22,32,50,139,189,254,68,28,79,135,357,1
"138","2023-24",2023,FALSE,"duranke01_2024","duranke01","Kevin Durant","PF",35,"PHO",75,75,0.523,0.413,0.567,0.581,0.856,FALSE,"PHO",201142,"https://stats.nba.com/media/players/230x185/201142.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png","https://stats.nba.com/player/201142","https://stats.nba.com/media/players/700/201142.png",2791,751,1436,168,407,583,1029,362,423,41,454,495,378,69,91,244,133,2032,1
"139","2023-24",2023,FALSE,"durenja01_2024","durenja01","Jalen Duren","C",20,"DET",61,60,0.619,0,0.623,0.619,0.79,FALSE,"DET",1631105,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631105.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631105.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631105","https://stats.nba.com/media/players/700/1631105.png",1777,349,564,0,4,349,560,143,181,192,517,709,147,33,47,129,192,841,1
"140","2023-24",2023,FALSE,"easonta01_2024","easonta01","Tari Eason","PF",22,"HOU",22,0,0.466,0.36,0.504,0.513,0.636,FALSE,"HOU",1631106,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631106.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631106.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631106","https://stats.nba.com/media/players/700/1631106.png",480,88,189,18,50,70,139,21,33,46,107,153,27,31,19,20,51,215,1
"141","2023-24",2023,FALSE,"edwaran01_2024","edwaran01","Anthony Edwards","SG",22,"MIN",79,78,0.461,0.357,0.515,0.522,0.836,FALSE,"MIN",1630162,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630162.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630162.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630162","https://stats.nba.com/media/players/700/1630162.png",2770,718,1558,190,532,528,1026,423,506,52,378,430,405,101,42,241,141,2049,1
"142","2023-24",2023,FALSE,"edwarke02_2024","edwarke02","Kessler Edwards","SF",23,"SAC",54,0,0.415,0.385,0.467,0.537,0.556,FALSE,"SAC",1630556,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630556.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630556.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630556","https://stats.nba.com/media/players/700/1630556.png",275,34,82,20,52,14,30,5,9,9,33,42,15,10,4,4,26,93,1
"143","2023-24",2023,FALSE,"elliske01_2024","elliske01","Keon Ellis","SG",24,"SAC",57,21,0.461,0.417,0.578,0.612,0.743,FALSE,"SAC",1631165,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631165.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631165.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631165","https://stats.nba.com/media/players/700/1631165.png",978,107,232,70,168,37,64,26,35,32,92,124,85,51,29,37,112,310,1
"144","2023-24",2023,FALSE,"embiijo01_2024","embiijo01","Joel Embiid","C",29,"PHI",39,39,0.529,0.388,0.556,0.561,0.883,FALSE,"PHI",203954,"https://stats.nba.com/media/players/230x185/203954.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203954.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203954.png","https://stats.nba.com/player/203954","https://stats.nba.com/media/players/700/203954.png",1309,450,851,54,139,396,712,399,452,95,335,430,219,46,66,150,112,1353,1
"145","2023-24",2023,FALSE,"eubandr01_2024","eubandr01","Drew Eubanks","C",26,"PHO",75,6,0.601,0.01,0.596,0.607,0.774,FALSE,"PHO",1629234,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png","https://stats.nba.com/player/1629234","https://stats.nba.com/media/players/700/1629234.png",1169,152,253,3,3,149,250,72,93,103,219,322,63,27,61,61,115,379,1
"146","2023-24",2023,FALSE,"evbuoto01_2024","evbuoto01","Tosan Evbuomwan","SF",22,"TOT",17,8,0.507,0.375,0.615,0.592,0.68,FALSE,"MEM | DET",1641787,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641787.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641787.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641787","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",367,36,71,12,32,24,39,17,25,18,42,60,16,6,5,9,23,101,1
"147","2023-24",2023,FALSE,"exumda01_2024","exumda01","Dante Exum","PG",28,"DAL",55,17,0.533,0.491,0.557,0.621,0.779,FALSE,"DAL",203957,"https://stats.nba.com/media/players/230x185/203957.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203957.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203957.png","https://stats.nba.com/player/203957","https://stats.nba.com/media/players/700/203957.png",1088,161,302,53,108,108,194,53,68,25,124,149,157,22,5,49,85,428,1
"148","2023-24",2023,FALSE,"fernabr01_2024","fernabr01","Bruno Fernando","C",25,"ATL",45,2,0.583,0,0.596,0.583,0.667,FALSE,"ATL",1628981,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628981.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628981.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1628981","https://stats.nba.com/media/players/700/1628981.png",682,109,187,0,4,109,183,64,96,59,134,193,46,25,28,44,107,282,1
"149","2023-24",2023,FALSE,"finnedo01_2024","finnedo01","Dorian Finney-Smith","PF",30,"BRK",68,56,0.421,0.348,0.56,0.535,0.717,FALSE,"BRK",1627827,"https://stats.nba.com/media/players/230x185/1627827.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png","https://stats.nba.com/player/1627827","https://stats.nba.com/media/players/700/1627827.png",1934,215,511,117,336,98,175,33,46,109,208,317,107,56,38,59,150,580,1
"150","2023-24",2023,FALSE,"flaglad01_2024","flaglad01","Adam Flagler","SG",24,"OKC",2,0,0.143,0.167,0,0.214,0,FALSE,"OKC",1641745,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641745.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641745.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641745","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",14,1,7,1,6,0,1,0,0,0,0,0,4,0,0,0,0,3,1
"151","2023-24",2023,FALSE,"flynnma01_2024","flynnma01","Malachi Flynn","PG",25,"TOT",69,0,0.418,0.331,0.513,0.505,0.732,FALSE,"TOR | NYK | DET",1630201,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630201.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630201.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630201","https://stats.nba.com/media/players/700/1630201.png",876,136,325,56,169,80,156,52,71,21,93,114,130,38,8,63,66,380,1
"152","2023-24",2023,FALSE,"fontesi01_2024","fontesi01","Simone Fontecchio","SF",28,"TOT",66,43,0.46,0.401,0.551,0.582,0.818,FALSE,"UTA | DET",1631323,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631323.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631323.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631323","https://stats.nba.com/media/players/700/1631323.png",1644,252,548,134,334,118,214,54,66,64,182,246,101,44,23,68,110,692,1
"153","2023-24",2023,FALSE,"fordjo01_2024","fordjo01","Jordan Ford","PG",25,"SAC",6,0,0.571,0.667,0.5,0.714,0.01,FALSE,"SAC",1630259,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630259.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630259.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630259","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",22,4,7,2,3,2,4,2,2,0,2,2,2,0,0,1,0,12,1
"154","2023-24",2023,FALSE,"forretr01_2024","forretr01","Trent Forrest","SG",25,"ATL",38,0,0.378,0.2,0.4,0.389,0.765,FALSE,"ATL",1630235,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630235.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630235.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630235","https://stats.nba.com/media/players/700/1630235.png",414,34,90,2,10,32,80,13,17,11,40,51,92,11,3,20,25,83,1
"155","2023-24",2023,FALSE,"fournev01_2024","fournev01","Evan Fournier","SG",31,"TOT",32,0,0.357,0.254,0.505,0.432,0.806,FALSE,"NYK | DET",203095,"https://stats.nba.com/media/players/230x185/203095.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203095.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203095.png","https://stats.nba.com/player/203095","https://stats.nba.com/media/players/700/203095.png",580,79,221,33,130,46,91,29,36,5,53,58,48,29,7,21,48,220,1
"156","2023-24",2023,FALSE,"foxde01_2024","foxde01","De'Aaron Fox","PG",26,"SAC",74,74,0.465,0.369,0.522,0.534,0.738,FALSE,"SAC",1628368,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png","https://stats.nba.com/player/1628368","https://stats.nba.com/media/players/700/1628368.png",2659,720,1549,214,580,506,969,312,423,67,273,340,418,150,31,194,193,1966,1
"157","2023-24",2023,FALSE,"freemja01_2024","freemja01","Javon Freeman-Liberty","PG",24,"TOR",22,6,0.444,0.238,0.549,0.484,0.917,FALSE,"TOR",1631241,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631241.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631241.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631241","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",403,55,124,10,42,45,82,33,36,16,54,70,40,10,4,25,28,153,1
"158","2023-24",2023,FALSE,"fudgeal01_2024","fudgeal01","Alex Fudge","SF",20,"TOT",6,0,0.4,0.2,0.5,0.433,0.01,FALSE,"LAL | DAL",1641788,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641788.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641788.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641788","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",40,6,15,1,5,5,10,2,2,4,1,5,0,3,0,2,2,15,1
"159","2023-24",2023,FALSE,"fultzma01_2024","fultzma01","Markelle Fultz","PG",25,"ORL",43,18,0.472,0.222,0.487,0.479,0.697,FALSE,"ORL",1628365,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png","https://stats.nba.com/player/1628365","https://stats.nba.com/media/players/700/1628365.png",910,154,326,4,18,150,308,23,33,56,82,138,120,42,15,50,65,335,1
"160","2023-24",2023,FALSE,"funkan01_2024","funkan01","Andrew Funk","SG",24,"CHI",5,0,0,0,0,0,0,FALSE,"CHI",1641847,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641847.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641847.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641847","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",13,0,4,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"161","2023-24",2023,FALSE,"gabriwe01_2024","gabriwe01","Wenyen Gabriel","PF",26,"MEM",5,0,0.364,0.167,0.438,0.386,0,FALSE,"MEM",1629117,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629117.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629117.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629117.png","https://stats.nba.com/player/1629117","https://stats.nba.com/media/players/700/1629117.png",81,8,22,1,6,7,16,0,5,7,18,25,3,2,2,8,10,17,1
"162","2023-24",2023,FALSE,"gaffoda01_2024","gaffoda01","Daniel Gafford","C-PF",25,"TOT",74,66,0.725,0,0.725,0.725,0.674,FALSE,"WAS | DAL",1629655,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629655.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629655.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629655","https://stats.nba.com/media/players/700/1629655.png",1815,348,480,0,0,348,480,118,175,195,367,562,115,65,153,74,227,814,1
"163","2023-24",2023,FALSE,"gallida01_2024","gallida01","Danilo Gallinari","PF-SF",35,"TOT",49,0,0.437,0.323,0.546,0.516,0.857,FALSE,"WAS | DET | MIL",201568,"https://stats.nba.com/media/players/230x185/201568.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201568.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201568.png","https://stats.nba.com/player/201568","https://stats.nba.com/media/players/700/201568.png",630,83,190,30,93,53,97,84,98,20,88,108,55,14,6,23,50,280,1
