"","slugSeason","yearSeason","isSeasonCurrent","slugPlayerSeason","slugPlayerBREF","namePlayer","slugPosition","agePlayer","slugTeamBREF","countGames","countGamesStarted","pctFG","pctFG3","pctFG2","pctEFG","pctFT","isHOFPlayer","slugTeamsBREF","idPlayerNBA","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerPhoto","urlPlayerStats","urlPlayerActionPhoto","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals","countTeamsPlayerSeasonTotals"
"283","2023-24",2023,FALSE,"korkmfu01_2024","korkmfu01","Furkan Korkmaz","SG",26,"PHI",35,0,0.395,0.35,0.444,0.487,0.7,FALSE,"PHI",1627788,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627788.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627788.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627788.png","https://stats.nba.com/player/1627788","https://stats.nba.com/media/players/700/1627788.png",300,30,76,14,40,16,36,14,20,4,26,30,25,14,3,10,17,88,1
"284","2023-24",2023,FALSE,"kornelu01_2024","kornelu01","Luke Kornet","C",28,"BOS",63,7,0.7,0.01,0.698,0.702,0.907,FALSE,"BOS",1628436,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/player/1628436","https://stats.nba.com/media/players/700/1628436.png",983,142,203,1,1,141,202,49,54,118,143,261,67,23,61,21,77,334,1
"285","2023-24",2023,FALSE,"krejcvi01_2024","krejcvi01","Vit Krejci","PG",23,"ATL",22,14,0.49,0.412,0.639,0.625,0.833,FALSE,"ATL",1630249,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630249","https://stats.nba.com/media/players/700/1630249.png",541,51,104,28,68,23,36,5,6,11,41,52,50,13,6,20,48,135,1
"286","2023-24",2023,FALSE,"kuminjo01_2024","kuminjo01","Jonathan Kuminga","PF",21,"GSW",74,46,0.529,0.321,0.578,0.56,0.746,FALSE,"GSW",1630228,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630228.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630228.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630228","https://stats.nba.com/media/players/700/1630228.png",1949,456,862,53,165,403,697,223,299,92,263,355,163,55,36,122,169,1188,1
"287","2023-24",2023,FALSE,"kuzmaky01_2024","kuzmaky01","Kyle Kuzma","PF",28,"WAS",70,70,0.463,0.336,0.53,0.521,0.775,FALSE,"WAS",1628398,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png","https://stats.nba.com/player/1628398","https://stats.nba.com/media/players/700/1628398.png",2281,608,1313,151,450,457,863,186,240,62,402,464,296,37,49,192,153,1553,1
"288","2023-24",2023,FALSE,"landajo01_2024","landajo01","Jock Landale","C",28,"HOU",56,3,0.515,0.25,0.578,0.539,0.8,FALSE,"HOU",1629111,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629111.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629111.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629111","https://stats.nba.com/media/players/700/1629111.png",763,106,206,10,40,96,166,52,65,88,84,172,65,20,33,31,74,274,1
"289","2023-24",2023,FALSE,"laravja01_2024","laravja01","Jake LaRavia","PF",22,"MEM",35,6,0.389,0.34,0.442,0.477,0.826,FALSE,"MEM",1631222,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631222.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631222.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631222","https://stats.nba.com/media/players/700/1631222.png",806,118,303,53,156,65,147,90,109,51,77,128,58,29,12,45,69,379,1
"290","2023-24",2023,FALSE,"lavinza01_2024","lavinza01","Zach LaVine","SG",28,"CHI",25,23,0.452,0.349,0.536,0.531,0.854,FALSE,"CHI",203897,"https://stats.nba.com/media/players/230x185/203897.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png","https://stats.nba.com/player/203897","https://stats.nba.com/media/players/700/203897.png",872,170,376,59,169,111,207,88,103,8,121,129,98,21,8,52,57,487,1
"291","2023-24",2023,FALSE,"lawsoaj01_2024","lawsoaj01","A.J. Lawson","SG",23,"DAL",42,0,0.446,0.26,0.577,0.5,0.652,FALSE,"DAL",1630639,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630639.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630639.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630639","https://stats.nba.com/media/players/700/1630639.png",311,54,121,13,50,41,71,15,23,14,36,50,20,10,3,14,22,136,1
"292","2023-24",2023,FALSE,"leesa01_2024","leesa01","Saben Lee","PG",24,"PHO",24,0,0.364,0.125,0.462,0.382,0.744,FALSE,"PHO",1630240,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630240.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630240.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630240","https://stats.nba.com/media/players/700/1630240.png",185,20,55,2,16,18,39,29,39,9,22,31,30,7,3,8,13,71,1
"293","2023-24",2023,FALSE,"lenal01_2024","lenal01","Alex Len","C",30,"SAC",48,0,0.617,0,0.641,0.617,0.588,FALSE,"SAC",203458,"https://stats.nba.com/media/players/230x185/203458.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203458.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203458.png","https://stats.nba.com/player/203458","https://stats.nba.com/media/players/700/203458.png",444,50,81,0,3,50,78,20,34,46,82,128,50,11,33,27,66,120,1
"294","2023-24",2023,FALSE,"leonaka01_2024","leonaka01","Kawhi Leonard","SF",32,"LAC",68,68,0.525,0.417,0.569,0.585,0.885,FALSE,"LAC",202695,"https://stats.nba.com/media/players/230x185/202695.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202695.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202695.png","https://stats.nba.com/player/202695","https://stats.nba.com/media/players/700/202695.png",2330,610,1162,140,336,470,826,253,286,84,332,416,244,111,59,119,97,1613,1
"295","2023-24",2023,FALSE,"leverca01_2024","leverca01","Caris LeVert","SG",29,"CLE",68,10,0.421,0.325,0.486,0.487,0.766,FALSE,"CLE",1627747,"https://stats.nba.com/media/players/230x185/1627747.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png","https://stats.nba.com/player/1627747","https://stats.nba.com/media/players/700/1627747.png",1958,345,820,108,332,237,488,154,201,39,241,280,346,76,34,117,121,952,1
"296","2023-24",2023,FALSE,"lewiski01_2024","lewiski01","Kira Lewis Jr.","PG",22,"TOT",28,0,0.37,0.121,0.508,0.391,0.85,FALSE,"NOP | TOR | UTA",1630184,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630184.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630184.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630184","https://stats.nba.com/media/players/700/1630184.png",265,34,92,4,33,30,59,17,20,9,17,26,37,9,2,14,13,89,1
"297","2023-24",2023,FALSE,"lewisma05_2024","lewisma05","Maxwell Lewis","SF",21,"LAL",34,0,0.19,0.111,0.25,0.214,0.667,FALSE,"LAL",1641721,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641721.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641721.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641721","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",103,4,21,1,9,3,12,2,3,2,2,4,6,2,1,10,5,11,1
"298","2023-24",2023,FALSE,"liddeej01_2024","liddeej01","E.J. Liddell","PF",23,"NOP",8,0,0.167,0,0.01,0.167,0.01,FALSE,"NOP",1630604,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630604.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630604.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630604","https://stats.nba.com/media/players/700/1630604.png",23,1,6,0,5,1,1,2,2,0,5,5,1,2,2,2,2,4,1
"299","2023-24",2023,FALSE,"lillada01_2024","lillada01","Damian Lillard","PG",33,"MIL",73,73,0.424,0.354,0.49,0.51,0.92,FALSE,"MIL",203081,"https://stats.nba.com/media/players/230x185/203081.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png","https://stats.nba.com/player/203081","https://stats.nba.com/media/players/700/203081.png",2579,541,1277,220,622,321,655,473,514,36,284,320,508,72,18,193,134,1775,1
"300","2023-24",2023,FALSE,"littlna01_2024","littlna01","Nassir Little","SF",23,"PHO",45,2,0.46,0.3,0.667,0.544,0.85,FALSE,"PHO",1629642,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629642.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629642.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629642","https://stats.nba.com/media/players/700/1629642.png",458,57,124,21,70,36,54,17,20,14,61,75,21,10,10,14,39,152,1
"301","2023-24",2023,FALSE,"livelde01_2024","livelde01","Dereck Lively II","C",19,"DAL",55,42,0.747,0,0.752,0.747,0.506,FALSE,"DAL",1641726,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641726.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641726.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641726","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",1294,221,296,0,2,221,294,41,81,135,243,378,60,36,77,50,144,483,1
"302","2023-24",2023,FALSE,"liveris01_2024","liveris01","Isaiah Livers","PF",25,"DET",23,6,0.345,0.286,0.462,0.44,0.667,FALSE,"DET",1630587,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630587.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630587.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630587","https://stats.nba.com/media/players/700/1630587.png",469,40,116,22,77,18,39,12,18,15,33,48,25,13,5,16,43,114,1
"303","2023-24",2023,FALSE,"livinch01_2024","livinch01","Chris Livingston","SF",20,"MIL",21,0,0.5,0.2,0.588,0.523,0.75,FALSE,"MIL",1641753,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641753.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641753.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641753","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",90,11,22,1,5,10,17,3,4,3,18,21,5,2,0,5,15,26,1
"304","2023-24",2023,FALSE,"loftoke01_2024","loftoke01","Kenneth Lofton Jr.","PF",21,"TOT",21,0,0.462,0.292,0.537,0.506,0.654,FALSE,"MEM | PHI | UTA",1631254,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631254.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631254.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631254","https://stats.nba.com/media/players/700/1631254.png",199,36,78,7,24,29,54,17,26,12,26,38,33,6,5,14,24,96,1
"305","2023-24",2023,FALSE,"looneke01_2024","looneke01","Kevon Looney","C",27,"GSW",74,36,0.597,0,0.599,0.597,0.675,FALSE,"GSW",1626172,"https://stats.nba.com/media/players/230x185/1626172.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png","https://stats.nba.com/player/1626172","https://stats.nba.com/media/players/700/1626172.png",1195,139,233,0,1,139,232,56,83,143,276,419,133,28,29,50,155,334,1
"306","2023-24",2023,FALSE,"lopezbr01_2024","lopezbr01","Brook Lopez","C",35,"MIL",79,79,0.485,0.366,0.621,0.583,0.821,FALSE,"MIL",201572,"https://stats.nba.com/media/players/230x185/201572.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png","https://stats.nba.com/player/201572","https://stats.nba.com/media/players/700/201572.png",2411,366,755,148,404,218,351,110,134,117,292,409,127,43,189,79,191,990,1
"307","2023-24",2023,FALSE,"lopezro01_2024","lopezro01","Robin Lopez","C",35,"MIL",16,2,0.368,0.25,0.455,0.421,0.01,FALSE,"MIL",201577,"https://stats.nba.com/media/players/230x185/201577.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png","https://stats.nba.com/player/201577","https://stats.nba.com/media/players/700/201577.png",65,7,19,2,8,5,11,2,2,3,2,5,4,1,3,2,7,18,1
"308","2023-24",2023,FALSE,"loveke01_2024","loveke01","Kevin Love","PF",35,"MIA",55,5,0.44,0.344,0.643,0.557,0.787,FALSE,"MIA",201567,"https://stats.nba.com/media/players/230x185/201567.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png","https://stats.nba.com/player/201567","https://stats.nba.com/media/players/700/201567.png",924,158,359,84,244,74,115,85,108,59,279,338,115,18,10,48,97,485,1
"309","2023-24",2023,FALSE,"lowryky01_2024","lowryky01","Kyle Lowry","PG",37,"TOT",60,55,0.432,0.392,0.512,0.562,0.84,FALSE,"MIA | PHI",200768,"https://stats.nba.com/media/players/230x185/200768.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png","https://stats.nba.com/player/200768","https://stats.nba.com/media/players/700/200768.png",1690,163,377,98,250,65,127,63,75,34,160,194,253,59,21,85,146,487,1
"310","2023-24",2023,FALSE,"lundyse01_2024","lundyse01","Seth Lundy","SF",23,"ATL",9,0,0.235,0.231,0.25,0.324,0.75,FALSE,"ATL",1641754,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641754.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641754.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1641754","https://stats.nba.com/media/img/league/nba-headshot-fallback.png",52,4,17,3,13,1,4,3,4,1,6,7,0,0,0,1,6,14,1
"311","2023-24",2023,FALSE,"lylestr01_2024","lylestr01","Trey Lyles","PF",28,"SAC",58,0,0.445,0.384,0.578,0.576,0.7,FALSE,"SAC",1626168,"https://stats.nba.com/media/players/230x185/1626168.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png","https://stats.nba.com/player/1626168","https://stats.nba.com/media/players/700/1626168.png",1158,143,321,84,219,59,102,49,70,61,196,257,72,17,19,38,86,419,1
"312","2023-24",2023,FALSE,"maledth01_2024","maledth01","Theo Maledon","PG",22,"TOT",17,1,0.286,0.167,0.375,0.321,0.933,FALSE,"CHO | PHO",1630177,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630177.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630177.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630177","https://stats.nba.com/media/players/700/1630177.png",213,20,70,5,30,15,40,14,15,4,20,24,28,7,0,18,21,59,1
"313","2023-24",2023,FALSE,"mamuksa01_2024","mamuksa01","Sandro Mamukelashvili","C",24,"SAS",46,5,0.471,0.297,0.593,0.532,0.735,FALSE,"SAS",1630572,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630572.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630572.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630572","https://stats.nba.com/media/players/700/1630572.png",451,73,155,19,64,54,91,25,34,45,102,147,49,7,12,19,35,190,1
"314","2023-24",2023,FALSE,"mannte01_2024","mannte01","Terance Mann","SG",27,"LAC",75,71,0.515,0.348,0.633,0.587,0.832,FALSE,"LAC",1629611,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629611","https://stats.nba.com/media/players/700/1629611.png",1873,254,493,71,204,183,289,79,95,87,167,254,119,43,15,48,145,658,1
"315","2023-24",2023,FALSE,"manntr01_2024","manntr01","Tre Mann","PG",22,"TOT",41,28,0.459,0.373,0.516,0.533,0.763,FALSE,"OKC | CHO",1630544,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630544","https://stats.nba.com/media/players/700/1630544.png",987,145,316,47,126,98,190,45,59,20,129,149,165,51,3,65,48,382,1
"316","2023-24",2023,FALSE,"marjabo01_2024","marjabo01","Boban Marjanovic","C",35,"HOU",14,0,0.529,0,0.563,0.529,0.643,FALSE,"HOU",1626246,"https://stats.nba.com/media/players/230x185/1626246.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626246.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626246.png","https://stats.nba.com/player/1626246","https://stats.nba.com/media/players/700/1626246.png",71,18,34,0,2,18,32,9,14,7,25,32,6,1,2,5,5,45,1
"317","2023-24",2023,FALSE,"markkla01_2024","markkla01","Lauri Markkanen","PF",26,"UTA",55,55,0.48,0.399,0.559,0.578,0.899,FALSE,"UTA",1628374,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628374.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628374.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628374.png","https://stats.nba.com/player/1628374","https://stats.nba.com/media/players/700/1628374.png",1820,427,890,175,439,252,451,249,277,122,327,449,110,50,26,77,100,1278,1
"318","2023-24",2023,FALSE,"marshna01_2024","marshna01","Naji Marshall","SF",26,"NOP",66,1,0.463,0.387,0.516,0.542,0.791,FALSE,"NOP",1630230,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630230.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630230.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630230","https://stats.nba.com/media/players/700/1630230.png",1257,170,367,58,150,112,217,68,86,53,187,240,128,49,12,65,91,466,1
"319","2023-24",2023,FALSE,"martica02_2024","martica02","Caleb Martin","SF",28,"MIA",64,23,0.431,0.349,0.489,0.504,0.778,FALSE,"MIA",1628997,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628997.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628997.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1628997","https://stats.nba.com/media/players/700/1628997.png",1756,241,559,81,232,160,327,77,99,74,207,281,143,47,29,77,126,640,1
"320","2023-24",2023,FALSE,"martico01_2024","martico01","Cody Martin","SF",28,"CHO",28,22,0.381,0.314,0.426,0.444,0.606,FALSE,"CHO",1628998,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628998.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628998.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1628998","https://stats.nba.com/media/players/700/1628998.png",753,82,215,27,86,55,129,20,33,19,90,109,104,32,18,44,48,211,1
"321","2023-24",2023,FALSE,"martike04_2024","martike04","KJ Martin","SF",23,"TOT",60,2,0.536,0.286,0.582,0.558,0.537,FALSE,"LAC | PHI",1630231,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630231.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630231.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630231","https://stats.nba.com/media/players/700/1630231.png",746,97,181,8,28,89,153,22,41,41,90,131,51,22,12,32,100,224,1
"322","2023-24",2023,FALSE,"mathega01_2024","mathega01","Garrison Mathews","SG",27,"ATL",66,5,0.456,0.44,0.545,0.644,0.81,FALSE,"ATL",1629726,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1629726","https://stats.nba.com/media/players/700/1629726.png",992,103,226,85,193,18,33,34,42,17,75,92,37,20,8,19,115,325,1
"323","2023-24",2023,FALSE,"mathube01_2024","mathube01","Bennedict Mathurin","SF",21,"IND",59,19,0.446,0.374,0.481,0.507,0.821,FALSE,"IND",1631097,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631097.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631097.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1631097","https://stats.nba.com/media/players/700/1631097.png",1538,296,663,80,214,216,449,184,224,60,174,234,119,35,14,97,117,856,1
"324","2023-24",2023,FALSE,"matthwe02_2024","matthwe02","Wesley Matthews","SG",37,"ATL",36,3,0.351,0.348,0.357,0.474,0.75,FALSE,"ATL",202083,"https://stats.nba.com/media/players/230x185/202083.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png","https://stats.nba.com/player/202083","https://stats.nba.com/media/players/700/202083.png",413,34,97,24,69,10,28,18,24,9,44,53,23,16,11,8,43,110,1
"325","2023-24",2023,FALSE,"maxeyty01_2024","maxeyty01","Tyrese Maxey","PG",23,"PHI",70,70,0.45,0.373,0.501,0.524,0.868,FALSE,"PHI",1630178,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630178.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630178.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630178","https://stats.nba.com/media/players/700/1630178.png",2626,638,1419,212,569,426,850,328,378,36,222,258,433,69,33,116,151,1816,1
"326","2023-24",2023,FALSE,"mayssk01_2024","mayssk01","Skylar Mays","PG-SG",26,"TOT",38,5,0.396,0.296,0.448,0.447,0.765,FALSE,"POR | LAL",1630219,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630219.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630219.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630219","https://stats.nba.com/media/players/700/1630219.png",433,63,159,16,54,47,105,13,17,10,33,43,85,21,4,20,26,155,1
"327","2023-24",2023,FALSE,"mcbrimi01_2024","mcbrimi01","Miles McBride","PG",23,"NYK",68,14,0.452,0.41,0.511,0.572,0.86,FALSE,"NYK",1630540,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630540","https://stats.nba.com/media/players/700/1630540.png",1328,205,454,109,266,96,188,43,50,31,69,100,114,50,7,30,108,562,1
"328","2023-24",2023,FALSE,"mccolcj01_2024","mccolcj01","CJ McCollum","PG",32,"NOP",66,66,0.459,0.429,0.492,0.572,0.827,FALSE,"NOP",203468,"https://stats.nba.com/media/players/230x185/203468.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203468.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203468.png","https://stats.nba.com/player/203468","https://stats.nba.com/media/players/700/203468.png",2159,484,1055,239,557,245,498,115,139,39,247,286,305,62,41,110,126,1322,1
"329","2023-24",2023,FALSE,"mccontj01_2024","mccontj01","T.J. McConnell","PG",31,"IND",71,4,0.556,0.409,0.568,0.572,0.79,FALSE,"IND",204456,"https://stats.nba.com/media/players/230x185/204456.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204456.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204456.png","https://stats.nba.com/player/204456","https://stats.nba.com/media/players/700/204456.png",1291,330,593,18,44,312,549,49,62,36,155,191,390,72,8,108,79,727,1
"330","2023-24",2023,FALSE,"mcdanja02_2024","mcdanja02","Jaden McDaniels","SF",23,"MIN",72,71,0.489,0.337,0.592,0.557,0.722,FALSE,"MIN",1630183,"https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630183.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630183.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/player/1630183","https://stats.nba.com/media/players/700/1630183.png",2105,307,628,86,255,221,373,57,79,56,168,224,101,63,42,87,219,757,1
